# Sources: GUM, OntoNotes
the Departments	3
The Herald	3
the U.S. Bankruptcy Code	3
North Chongqing Road	3
the federal budget deficit	3
The CFTC	3
Miaoli County	3
the trade figures	3
a market strategist	3
a final peace agreement	3
John F. Kennedy	3
Khobar Towers	3
new junk bonds	3
siege warfare	3
Sector - 37	3
Senate Minority Leader	3
Mich .	3
some U.S. officials	3
Nam Angels	3
the ISDA Master Agreement	3
November 22	3
Michele Tollis	3
the Greatest Hope Elementary Schools	3
Mr. Kennedy	3
Blue Planet	3
the Snake	3
a bull market	3
chicken feed	3
east Asian countries	3
April 23	3
April 24	3
crown prince	3
Two Palestinians	3
Mr. Lawrence	3
Sir James	3
the suicide bombing	3
California officials	3
the Rights	3
Rudolph Giuliani	3
Paul Kaufman	3
Japanese government bonds	3
November 7	3
tax rates	3
hotel rooms	3
Sen. Daniel Inouye	3
Securities Act	3
Golden Bamboo Hat	3
water mains	3
brokers screens	3
some market analysts	3
gang violence	3
Customer Service	3
farm work	3
energy - finance	3
Al - Zaman	3
the Backroom Deals	3
American Continental	3
Westridge Capital	3
the dress code	3
Lone Star Technologies	3
the US dollar	3
road side	3
graduate level	3
Vice Minister	3
The US government	3
World Trade Organization	3
Dana Priest	3
Security Pacific Corp.	3
Mr. Threlkeld	3
Mr. Pratt	3
the WTC	3
stock - manipulation	3
manufacturing operations	3
Cornell University	3
senior administration officials	3
Ning Li	3
Silver Spring	3
the drug mafias	3
Bondad gas	3
Laurel Bank	3
car owners	3
the street corners	3
the West Lake	3
abortion foes	3
Uri Geller	3
the GMAT test	3
law school	3
the population problem	3
Lichang Zhang	3
Don Quixote	3
GASB rules	3
export tax	3
Chinese Medicine	3
a stock index	3
Samuel Schott	3
consumer confidence	3
Feb. 1	3
All the Jews	3
uranium - recovery	3
Palestinian Prime Minister	3
the business sector	3
Lee Yuan - tseh	3
HHS Secretary	3
Wadi al - Dawasir	3
National Reconciliation	3
the discussion table	3
January 3rd	3
Ms. Parks	3
Dr. Sobel	3
Erich Honecker	3
Imette St. Guillen	3
win - win	3
Sunday talk	3
the Minsheng Bank	3
Chiang Ching - kuo	3
Asian Americans	3
the license plate	3
late July	3
Chemical Industry	3
Dr. Novello	3
Peter D. Hart	3
the EPM test	3
the opposition movement	3
December 28	3
futures trading	3
the Tibet Autonomous Region	3
Mr. Stein	3
May 1968	3
Community Affairs	3
Earthquake insurance	3
Teco Tap	3
Cheng - tsai	3
Chiang Yi - sen	3
Leona Helmsley	3
water transportation	3
the NIH	3
the Swiss	3
the Beilun port	3
Mr. Packwood	3
the Jordan Valley	3
Positive Black Soul	3
Chief Executive	3
a BTA	3
Baal Perazim	3
Minpeco S.A.	3
Chinese President	3
oil changes	3
Jack Kemp	3
title - insurance	3
a crime scene	3
June 30th	3
Al - Anbar	3
AIDS prevention	3
Alan Greenspan	3
Crescent Moon	3
folk art	3
communications equipment	3
Lin Cheng - yi	3
Quantum Fund	3
the Geneva Convention	3
vice general manager	3
the newspaper industry	3
the oil market	3
The `` USS Cole ''	3
Tzu Chi	3
Governor Richardson	3
Warner Brothers	3
Food prices	3
next May	3
Mr. Mandela	3
a veto threat	3
Murph Archibald	3
the memory card	3
the National Endowment	3
business conditions	3
San Salvador	3
DNA testing	3
the coupon - equivalent yield	3
Joint Chiefs	3
the Geneva convention	3
the Messenger	3
life - style	3
the Comets game	3
Presidential Pardons	3
Section 8 -LRB- A -RRB-	3
state law	3
minority groups	3
ice hockey	3
Pepperidge Farm	3
America Inc.	3
an oil spill	3
a start - up	3
the Texas market	3
GOP Rep.	3
emergency care	3
merchant - banking	3
Matt Cooper	3
Mr. Cortese	3
the finish line	3
Abby Freeman	3
the trade journal	3
a defense attorney	3
oat bran	3
guest worker	3
the turning point	3
Norberto Mehl	3
Mark Warner	3
health benefits	3
Roederer Cristal	3
oil - service	3
paper money	3
Mr. Gabelli	3
James Eckert	3
mostly Palestinians	3
court approval	3
Emergency Management	3
the American Bar Association	3
Mr. Pan	3
Vanguard Group	3
the lifelong term system	3
WCRS Group	3
Westinghouse Electric Corp.	3
investor demand	3
Li Chieh - ying	3
a shelf registration	3
Swift boat	3
Mr. Rosenthal	3
Valley National	3
the U.S. .	3
Israeli Army	3
the Bush clan	3
M - class	3
a private English school	3
City Council	3
Mr. Rahn	3
the Philadelphia law firm	3
`` Wedding Song ''	3
every Sabbath day	3
John Corzine	3
late February	3
a Taiwan firm	3
aroma - therapy	3
Fangchenggang City	3
the equity markets	3
National Convenience	3
growth rate	3
Rep. Vic Fazio	3
Mr. Rawls	3
a taxi driver	3
Channel 2	3
Ill .	3
girl friends	3
Test Ban	3
A federal appeals court	3
Chuang Ming - yao	3
humanistic Olympics	3
Gulf Resources	3
any Chinese	3
Al - Harthi	3
The Family	3
the car accident	3
January 1992	3
man overboard	3
Republican Sen.	3
that Spirit	3
the bond issue	3
Hilary Duff	3
the harvest time	3
the Rafale	3
ad spending	3
Mickey Roarke	3
blood flow	3
securities trading	3
teen - age	3
Fifth Amendment	3
the Korean Peninsula	3
manufacturing activity	3
central Baghdad	3
TransCanada PipeLines Ltd.	3
December 18	3
a price war	3
shopping malls	3
reporter Jierong Zhou	3
shuttle program	3
the securities laws	3
the same Spirit	3
West Africa	3
Rickey Henderson	3
the selling wave	3
the Judgment Hall	3
Kaohsiung City	3
March 1989	3
oil price	3
the Yankees	3
heart attacks	3
intelligence agencies	3
The Federal Reserve	3
health service	3
the recovery effort	3
Washington DC	3
forest fires	3
an Egyptian	3
Tan Zhiqiang	3
Steve Rosenberg	3
U.N. Secretary - General	3
the creditors committee	3
Kelly Wallace	3
television production	3
Norman Robertson	3
United Biscuits	3
Zoran Djindjic	3
reporter Rong Xie	3
August 13	3
Community Reinvestment	3
Commercial Rand	3
Tsai Chiu - hsiung	3
Hani Ghazal	3
the NT dollar	3
project financing	3
every Wednesday	3
the Commerce index	3
Ian Fleming	3
New York Times	3
personnel departments	3
luxury auto	3
information services	3
a computer screen	3
the Mid East	3
Obed Edom	3
Victoria Harbor	3
talk show	3
W. Va.	3
the northern Rockies	3
the root causes	3
the class nature	3
Della Femina McNamee	3
`` circuit breakers ''	3
the Taliban regime	3
Lin Wen - cheng	3
West German	3
J.P. Industries	3
price stability	3
Nov. 9	3
security measures	3
creditor lawsuits	3
profit seeking	3
Mr. Louis - Dreyfus	3
Mount Zion	3
cover letter	3
Brown - Forman	3
a couple years	3
Zhuanbi Village	3
General Electric Co	3
the town hall	3
dividend growth	3
the Yunnan provincial government	3
Castle Harlan	3
mortgage loans	3
Gregg Penman	3
investment trust funds	3
stock futures	3
the Party spirit	3
public opinion polls	3
King Hadadezer	3
MGM Grand	3
the desert area	3
the Tishbite	3
an investor group	3
Senator Brownbeck	3
Wax Apple	3
Mr. Van de Kamp	3
Jacky Rowland	3
the East China Sea	3
Les Halles	3
Lebanese Prime Minister	3
sightseeing trips	3
other committee members	3
mortgage investment	3
-LRB- NTU -RRB-	3
strict border controls	3
Wells Fargo Investment Advisers	3
William O'Neill	3
Dr. Sullivan	3
Capital City	3
Iraq fatigue	3
Deal No. 74419	3
Urban Land	3
the appropriations committees	3
Taiwanese business persons	3
Rochester Telephone Corp.	3
emergency assistance	3
Mr. Tucker	3
Le Fantome de la Liberte	3
Mr Rumsfeld	3
Royal Bank	3
Bank One	3
Mr. Newhouse	3
the Daily Mirror	3
sales people	3
Justice Rubin	3
the same age group	3
Equity Market	3
Mr. O'Brien	3
fuel prices	3
Nov. 14	3
Mr. Karatz	3
the Scriptures	3
a peace plan	3
living expenses	3
cost - benefit	3
DPI / NGO	3
Mr. Brody	3
the Friday plunge	3
Mr. Wright	3
last Wednesday	3
export credits	3
Georgetown University	3
Mr. Allday	3
minimum wage	3
energy conservation	3
a war zone	3
Montgomery Securities	3
an economic growth rate	3
the House leadership	3
Mister Smith	3
that Man	3
the State Science Commission	3
auction houses	3
Mister Bush	3
this Sports Meet	3
state lawmakers	3
television news	3
the investment firm	3
the futures exchange	3
northwest China	3
the Ottoman Empire	3
The Kursk Foundation	3
Bell Atlantic	3
a tax collector	3
Coin Wrap	3
the Gore team	3
The Packwood plan	3
Mr. Mosbacher	3
American Express Co	3
rush - hour	3
barter trade	3
the business model	3
this car show	3
the railway line	3
Entero 71	3
interest costs	3
the Federal Deposit Insurance Corp.	3
Judge Sauls	3
Fair Trade	3
Self Defense	3
Newt Gingrich	3
microarray chips	3
Direct Marketing	3
Baffin Island	3
the Gazelle	3
a university student	3
the stock markets	3
El Segundo	3
a yield spread	3
Li Wan	3
-LRB- Houston time -RRB-	3
The Laundry Tub	3
Sept. 15	3
a radio station	3
Independent American	3
the Director	3
Haruhiko Kuroda	3
metal fibers	3
the Russkies	3
the ministry	3
Aaron Tonkin	3
Drug Enforcement	3
Bell Resources	3
American Medical International Inc.	3
spot index	3
Katrina Leung	3
John Glenn	3
Options Clearing Corp.	3
Mr. Tonkin	3
defense attorney	3
King Nahash	3
RJR Nabisco	3
The Financial Times	3
September 12th	3
reporter Futian Yang	3
Shell Oil Co.	3
King Zedekiah	3
Last April	3
Sen. Warren Rudman	3
hospital officials	3
patent lawyers	3
Taliban extremists	3
cash levels	3
Bob Stone	3
Mr. McKinney	3
one trade group	3
EWS Legal	3
the brake pedal	3
Daimler - Benz AG	3
Fed policy	3
Graham Phillips	3
Nov. 16	3
five percentage points	3
the Dems	3
Song Jiang	3
Mr. Sanford	3
color reference	3
an Organization	3
U.S. interests	3
al - Hakim	3
Israeli - Palestinian peace talks	3
the assassination ban	3
Li Chung - sheng	3
Austin , Texas ,	3
the House Banking Committee	3
a South Korean	3
the Revolutionary Armed Forces	3
purchasing managers	3
Senate leaders	3
relief efforts	3
Merksamer Jewelers	3
Mr. Welch	3
The FTC	3
New Guinea	3
the F - 22	3
the Messiah	3
Public Affairs	3
Tamil Nadu	3
Mr. Sonnett	3
the contact person	3
the Arkite	3
construction work	3
King Rezin	3
Southwest Gas	3
Technical Data Global Markets Group	3
Mr. Black	3
Jack Welch	3
Ms. Heller	3
Baghdad University	3
computer - maintenance	3
the Grateful Dead	3
Gov. George Deukmejian	3
Lin I - hsien	3
toll booths	3
Gold Texas	3
the Kenites	3
Gregor Cragey	3
data - processing	3
los angeles	3
The Wushe Incident	3
Lien Chang - yu	3
January 16	3
relief supplies	3
Mr. Stovall	3
department policy	3
Mr. Briggs	3
Dec. 2	3
Secretary Rumsfeld	3
the Ukraine	3
carbon - dioxide	3
election day	3
The army officer	3
the Cole bombing	3
LDP members	3
the Advisory Group	3
Labor Secretary	3
Yun Dan Shui Nuan	3
record levels	3
Eslite Gallery	3
a currency board	3
the Wedtech scandal	3
a roller coaster	3
laptop computers	3
the budget process	3
the News	3
Kelli Arena	3
Deloitte - Touche	3
a trade publication	3
U.S. consumers	3
2 billion US dollars	3
Some Democrats	3
Dave Gavlak	3
ITT Corp.	3
US Senate	3
Saddam International Airport	3
dispute - settlement	3
Options traders	3
task forces	3
US history	3
Red Crescent	3
client expectations	3
a federal district court	3
Iraqi President	3
Atlantic City	3
Sterling Heights	3
tax revenues	3
an appeals court	3
Sharm el - Sheikh	3
some Sadducees	3
B - 2	3
Canadian Immigration	3
Information International	3
the Dorrance collection	3
Georgia - Pacific	3
Texas Instruments Inc.	3
Taipei - Ilan	3
the Texas Air National Guard	3
art history	3
Banc One Corp.	3
the tax department	3
the year - ago period	3
Carnegie - Mellon	3
Series A	3
the state Senate	3
Hakka culture	3
the disaster zone	3
a metal detector	3
June 29	3
Grand Met	3
the wage floor	3
Mr. Falls	3
Anhui province	3
the new Yugoslav President	3
Mr. Fernandez	3
currency traders	3
a starting point	3
Mr. Colton	3
Pacific exchange	3
Maysing Yang	3
Hsu Hsin - liang	3
patent applications	3
the new Cheer	3
this president	3
Mr. Lauder	3
January 19th	3
' Christians '	3
Carol Cable	3
Second Section	3
Treasury Department	3
junk - mail	3
Vision Banc	3
Estee Lauder	3
The UN Security Council	3
a kitchen knife	3
Colgate - Palmolive Co.	3
capital appreciation	3
The minimum unit	3
-LRB- Simaxie~Ball killer -RRB-	3
Mr. Riese	3
Red Blount	3
fresh tap water	3
Senior Minister	3
peace - guarantee	3
insurance premiums	3
a research fellow	3
suburban Chicago	3
roadside bombs	3
the Options Clearing Corp.	3
the National Enquirer	3
corn prices	3
Giant Group Ltd.	3
Lo Chih - cheng	3
Yale University	3
Greater China	3
the Pulitzer Prize	3
oil industry	3
Jeff Greenfield	3
Sun Moon Lake	3
industry observers	3
Lin Mei - lun	3
Mr. Lipper	3
Professor Yoo	3
Toledo , Ohio ,	3
Richard Breeden	3
the Negev area	3
King Tiglath Pileser	3
the Sierra Club	3
the end result	3
Deloitte Touche	3
Andy Serwer	3
Mr. Pierce	3
investment management	3
Toyota Corolla	3
Korean Ginseng Chicken Soup	3
" Shenzhen Expressway "	3
Chang Han - wen	3
merchandise trade	3
CNN Financial News	3
the Lord Almighty	3
the way home	3
a security threat	3
the signing ceremony	3
Sept. 26	3
Hampton Roads	3
Bond investors	3
Home Depot	3
nursing - home	3
Gary Mei	3
Monday Night	3
Dr. Knudson	3
Turner Broadcasting	3
Macau University	3
Mr. Bauman	3
the Areopagus council	3
Israel Ortiz	3
emergency funding	3
Ali Abdullah Saleh	3
cancer patients	3
Chang Kwang-chih	3
Wang - Gu	3
Shinzo Abe	3
horror stories	3
the options markets	3
George Miller	3
the morning package sort	3
anthrax production	3
National Customs	3
skin - care	3
Mr. Barre	3
coal mining	3
Mr. Inouye	3
air travel	3
late Friday afternoon	3
debt issuance	3
the road test	3
that House	3
" Fadil "	3
the Serbs	3
Ms. Raptopoulos	3
Coalition forces	3
group sales	3
Carol St Clair	3
Mr. Dennis	3
then - Vice President	3
Shantou City	3
google maps	3
Treasury Undersecretary	3
the Third Reich	3
Karen Wells	3
International Atomic Energy	3
the US side	3
Mr. Lagnado	3
soybean futures	3
Chen Ta - wei	3
Burkina Faso	3
currency markets	3
the Fed chairman	3
air - conditioning	3
a TV show	3
Tsai Jui - ting	3
Mr. Boies	3
commodity inspection	3
George Martin	3
the Senate Budget Committee	3
a cease - fire	3
Tsai Ing - wen	3
the iPhone	3
Nicaraguan President	3
Mr. Wilder	3
Xiaoling Wu	3
the new China	3
Taiwan Universities	3
family planning	3
a pricing discrepancy	3
defense spending	3
B.A.T Industries PLC	3
Auto Towing	3
the `` Cole '' attack	3
class struggles	3
research projects	3
strike - force	3
telephone booths	3
the Americas	3
Chairman Gonzalez	3
the road map	3
Mr. Meek	3
Bankers Trust New York Corp.	3
an investment adviser	3
The Cole	3
Mr. Parenteau	3
the stock price	3
Capital Insight Inc.	3
hepatitis A	3
Lee Teng-hui	3
The Office	3
Mr. Belli	3
Mr. Cane	3
the US Supreme Court	3
a democrat	3
Mr. Dallara	3
Society Corp.	3
Park Ridge	3
Hsu Tsang-houei	3
research findings	3
the federal mortgage market	3
Life Insurance	3
credit programs	3
investment returns	3
the court system	3
the heat bursts	3
China News	3
WTC 1993	3
Frederika Whitfield	3
the property market	3
April 16	3
April 15	3
Bernard Savaiko	3
Pacific Telesis Group	3
Federal Reserve Board	3
New Crowd	3
the Arctic	3
Bible Man	3
cave - in	3
Sen. Dale Bumpers	3
the ISO	3
Sen. Bob Packwood	3
Harvard Law School	3
The terrorist group	3
the Columbus Zoo	3
the rule changes	3
the police chief	3
gold prices	3
packaging products	3
Professor Dershowitz	3
the Sun	3
the border regions	3
The Beebes	3
Lion Nathan Ltd.	3
some Democrats	3
Mr. Robinson	3
the Sunni Muslim world	3
Exxon Valdez	3
the Iraq occupation	3
Mr. North	3
the National Academy	3
Mark Anderson	3
pesticide law	3
John Markese	3
magazine publishing	3
Anglo American Corp.	3
Oct. 19 , 1987 ,	3
Lincoln Center	3
the Libyans	3
Lin Neng - jong	3
earthquake preparedness	3
Mr. Friedman	3
the two Libyans	3
Title X	3
couple days	3
the ROC Constitution	3
Muslim Brotherhood	3
Walter Sisulu	3
Chunqiu Airline	3
Reverend Jackson	3
voter registration	3
Guantanamo Bay	3
the transition period	3
Civil Rights	3
the Bus	3
joint circulatory electricity generation	3
gas settlement	3
the steering wheel	3
January 15th	3
FASB rules	3
Irvine , Calif. ,	3
Fortune magazine	3
gas masks	3
the Taiwanese business community	3
the palace manager	3
Tuniu Elementary School	3
the Iraq War	3
Device Independent Bitmap	3
Gillian Findlay	3
the manufacturing industry	3
disk drive	3
American Home Products Corp.	3
real GNP	3
the U.S. Navy	3
information systems	3
the ski industry	3
Robert Moore	3
Mr. Hines	3
Taiwan television	3
the Portuguese	3
greenhouse gas	3
government power	3
Ms. Bertussi	3
fortune - telling	3
auto maker	3
Deb Shops	3
Friday , Sept. 17	3
The U.S.S.R.	3
Terry Kowalke	3
Garden Grove	3
drug control	3
other cable operators	3
Hakilah Hill	3
Iranian President	3
The Place	3
Joseph Jr.	3
Monica Lewinsky	3
the total investment value	3
Consumer News	3
Parliament Member	3
the hand counts	3
Dr. Yonehara	3
next February	3
day care	3
Mr. Petrie	3
steam turbine	3
Guber - Peters Entertainment Co.	3
Maurice Saatchi	3
Oct. 23	3
industry standards	3
Unisys Corp.	3
News reports	3
talk shows	3
Happy New Year	3
material support	3
Laiwu City	3
the government building	3
talk - show	3
Just Autos	3
F - 14	3
a Muslim	3
Mr. Mehl	3
Darrell Duffie	3
Mr. Niciporuk	3
the business world	3
Mrs. Lombardi	3
The DAX index	3
Comsat Video	3
Mother Jones	3
Oak Ridge	3
Sun Microsystems	3
the Taliban movement	3
the Preparatory Committee	3
mainframe computers	3
the year - ago quarter	3
an average growth rate	3
King Hussein	3
health services	3
the FASB	3
the state statistical institute	3
John ,	3
the Machinists union	3
Feb. 25	3
the UAA	3
Khmer Rouge	3
the Nixon administration	3
the New Yorker	3
Finance Ministry	3
household assets	3
base rates	3
semiconductor equipment	3
world oil prices	3
entry barriers	3
Tana ,	3
Yazid Sufaat	3
Household Textile	3
Tsai Kuo - lung	3
The Nasdaq	3
the Xi'an Film Studio	3
a new government agency	3
the NFL	3
Paul Vercammen	3
the Sea	3
taxi drivers	3
a ' hiding place	3
Lung Ying - tai	3
Aiguo Yang	3
the video tape	3
Number One	3
North Korean	3
Four Palestinians	3
Thursday morning	3
Brigadier General	3
appropriations bills	3
the Pudong new region	3
Guinea pigs	3
the Congressional Budget Office	3
truck sales	3
Kyra Phillips	3
KMT party chairman	3
the Palestinian Territories	3
the State Planning Commission	3
Yuan Caishun	3
the Jaffna peninsula	3
the Epsteins	3
AM stereo	3
Ebola virus	3
November 26	3
the Green Zone	3
praise , glory	3
business administration	3
some accessibility challenges	3
Jessica Lynch	3
The Temple	3
the Declaration	3
news coverage	3
general emergency assistance	3
Cheng Nan - jung	3
investment fund	3
Brenda Groney	3
Profit Systems	3
the grocery store	3
Arthel Neville	3
August 1998	3
problem resolution	3
Scot Bob	3
the U.S. trade gap	3
variety shows	3
building inspectors	3
Mayaw Biho	3
January 1982	3
CTI president	3
a cash squeeze	3
The trade surplus	3
Ohio State	3
Bullocks Wilshire	3
The `` Cole ''	3
the U.N. Security Council	3
the green zone	3
Friendly Nations	3
Delmed stock	3
Dec. 11	3
disaster - rescue	3
Chen Ming - chih	3
Agriculture Secretary	3
Mr. Markey	3
Le Parisien	3
the International Association	3
Indian Ocean	3
Nynex Corp.	3
the Khabomai Rocks	3
Columbia Pictures Entertainment Inc	3
the riverside park	3
Bletchley Park	3
office buildings	3
Mr. Pilevsky	3
gold jewelry	3
House Appropriations Committee	3
management consulting	3
West Texas Intermediate	3
Mr. Leigh - Pemberton	3
the Syrian National Social Party	3
perjury charges	3
Mr. Isler	3
Tianjin Customs	3
crude oil	3
The average discount rate	3
road cave - in	3
Dan Abrams	3
the Big Three	3
Irish Republican Army	3
U.S. warships	3
name - dropping	3
the pension fund	3
loan losses	3
a clothing store	3
land development	3
September 11th	3
Jay Sekulow	3
The U.S. government	3
Chief Justice	3
West Palm Beach	3
this draft resolution	3
Michael Boskin	3
Al - Fahlawi	3
Public Service	3
purchase price	3
Automotive News	3
life imprisonment	3
The Census Bureau	3
Buckingham Palace	3
emergency repair	3
September 1998	3
luxury - car	3
Campbell Soup	3
Mr. Smalling	3
AM radio	3
the Central Intelligence Agency	3
Cui Yi	3
the Paris Auto Show	3
Money - fund	3
know - how	3
Fresenius AG	3
Sen. David Boren	3
Mr. Timbers	3
Bill Goodman	3
John Miller	3
policy decisions	3
color TVs	3
The registration fees	3
that Friday	3
Zijin Mountain	3
the Attorney General	3
Chiu Shean - bii	3
the U.S. Coast Guard	3
the 1987 market crash	3
a permanent smoking ban	3
the reorganization plan	3
Mr. Waggoner	3
14 February	3
Mr. Minella	3
Bankruptcy Code	3
drug makers	3
Thomson - CSF	3
portfolio manager	3
West Nile	3
Judge Kozinski	3
extradition proceedings	3
the ozone layer	3
Pa .	3
the Gutfreunds	3
Mr. Hammond	3
a Friday	3
The Amalekites	3
Percentage decline	3
Patrick Fitzgerald	3
the Cananea mine	3
power lines	3
the bargaining table	3
the tax bill	3
brokerage houses	3
power failures	3
Greenville High School	3
the Occupation	3
Natural Science	3
travel restrictions	3
foreign businessmen	3
Sunni Arab	3
Harlem Yu	3
a leather belt	3
Aba Lujayn	3
January 1st	3
the Second World War	3
West Samoa	3
the Russo - Japanese War	3
government approval	3
the cypress trees	3
Continental Cablevision Inc.	3
Business Tokyo	3
Richard Clarke	3
the mortality rate	3
Dear viewers	3
Rafael Palmeiro	3
this Good News	3
Jeb Bush	3
Call Interactive	3
a blanket statement	3
equity holders	3
April 18th	3
Sen. Glenn	3
Annette Lu	3
population growth	3
the synagogue leader	3
U.S. attorneys	3
Medical Equipment	3
Nelson Mandela	3
the control tower	3
National Aerospace	3
Bozell Inc.	3
Mountain View	3
Maryland Club	3
Formosa Television	3
leisure - time	3
Modern Art	3
self - interest	3
June 15	3
al - Qusaybi	3
Unitary Executive	3
December 9	3
Kraft General Foods	3
private business plans	3
The Rock	3
Asherah poles	3
investment environment	3
a nursing home	3
the oil companies	3
oil exports	3
the Washington Times	3
the Senate Ethics Committee	3
U.S. investors	3
Mr. Gaubert	3
Tencent users	3
" Montparnasse Bienvenue "	3
Maid Brigade	3
insurance coverage	3
Greater Washington	3
Wang Hao	3
Ms. Poore	3
Wastewater Treatment	3
an industry analyst	3
Laurence Tribe	3
a missile system	3
Web page	3
State Affairs	3
`` Operation Iraqi Freedom	2
walking distance	2
the Kuomintang government	2
Industry observers	2
Dr. Levi	2
Lincoln Town Car	2
Dr. Liau	2
Andrew Yeh	2
six fighter planes	2
the Band	2
Mr. Ruder	2
El Hamma	2
the Allens	2
factory goods	2
The PRC	2
tea growers	2
storm victims	2
Vice - President	2
airline acquisitions	2
AT&T Bell Laboratories	2
Carribbean Bay	2
Pervez Musharraf	2
Michael Dukakis	2
equity stakes	2
July twenty - first	2
U R I	2
Shatoujiao Bonded Area	2
The Court	2
Internet cafes	2
Wolf ?	2
Chung Shing	2
Chinese Ambassador	2
name - brand	2
economic system reform	2
Mr. Watkins	2
take out	2
heavy chemical industry	2
equity funds	2
China policy	2
The Art	2
King Jehoiachin	2
Eastern China	2
Mujahedeen schools	2
middle - class	2
the Rock	2
April 5	2
the Falkland Islands	2
forestry income	2
NBC - TV	2
George Orwell	2
the annuity owner	2
Owen Benajones	2
carbon emissions	2
Hajj Hassan Ezz Eddine	2
Prime Minister Siniora	2
state Supreme Court	2
the damaged `` USS Cole ''	2
reporter Chun Qin	2
the barrier islands	2
newspaper sales	2
TV evangelist	2
He Tu - lin	2
a gift certificate	2
Kevin Walker	2
the army officers	2
Natiq Khayr	2
the school grounds	2
Kobe Steel Ltd.	2
more than 5 billion US dollars	2
the Heat	2
the Warren Court	2
The World Series	2
sunday night	2
Asaad Herdan	2
Lloyds Bank PLC	2
December 1986	2
the generation gap	2
stock price	2
Ken Bruce	2
Tseng Shu - cheng	2
the US policy	2
television lights	2
Ta'abbata Shayan	2
Ishbi Benob	2
a level playing field	2
war time	2
the home team	2
satellite management	2
the thrift bailout	2
Sharon Wu	2
the U.S. Air Force	2
the average annual GDP growth rate	2
the Legislature	2
a national oil policy	2
John Tower	2
Mr. Kori	2
Mr. Blodgett	2
dinosaur bone	2
Shanxi Province	2
Andrew Carey	2
Shriport /.	2
Kodokan judo	2
December 20th	2
appeals - court	2
William Shang	2
the adult pressures	2
the Superfund trust fund	2
Far Eastern	2
the Falls bar	2
Nepalese King Gyanendra	2
State officials	2
the College	2
an aircraft carrier	2
health plans	2
the Silicon Valley	2
western Canada	2
the U.S. anti-dumping act	2
gold ingot	2
board members	2
a Levite	2
trading floor	2
Ms. Garzarelli	2
merchant invitation	2
night time	2
the risk policy	2
Gaylord Container	2
Majid bin Muhammad	2
CNN executives	2
North Africa	2
the price caps	2
Mr. Thurmond	2
Jim ?	2
Jazz Cleopatra	2
Tom Martin	2
art works	2
Bill Daley	2
Leong Hong Sai	2
cruise lines	2
Jim B	2
Taiwan citizens	2
the Govi member	2
a shareholders meeting	2
drug companies	2
a field day	2
a Chicago subsidiary	2
U.S. exchanges	2
teacher cadet	2
print advertising	2
Fox Broadcasting	2
jet engines	2
cancer treatment	2
the Physics Institute	2
The Nasdaq Composite Index	2
Abu Ali	2
Freeport - McMoRan Inc.	2
Mr. Iken	2
the bank group	2
Peter Teagan	2
Jackie Mason	2
an auction house	2
Amre Moussa	2
M1 - A1	2
Queen Tahpenes	2
Education Improvement	2
federal bankruptcy court	2
Xu X	2
The parent company	2
Al - Quds Al - Arabi	2
shock absorbers	2
Mr. Aslanian	2
the Legal Services Corp	2
Mr. Weisman	2
hand recounts	2
the " Christian Science Monitor "	2
computer security	2
" The Cat Album "	2
Maneki Nekos	2
Junk bond	2
the Baltic	2
Shanxi - Chahar - Hebei	2
Paul Rieckhoff	2
Madison Square Garden	2
Mr. Skase	2
southern North China	2
the CIAC tax gross up	2
the anthrax strain	2
Ms. Foster	2
Sinocolor Book	2
sample preparation	2
pulp prices	2
US exports	2
personnel training	2
Jiujiang port	2
policy making	2
executive MBA	2
Ms. Atkins	2
Mr. Bretz	2
Glen Walloch	2
cost - cutting	2
auto - loan	2
Yangcheng Township	2
Social Party	2
May 7	2
May 4	2
May 5	2
The Beatles	2
Sai Van	2
The U.N. Secretary - General	2
market forces	2
the 1st Central Committee	2
Secaucus , N.J. ,	2
an unprecedented breeding ground	2
the next US President	2
the oil resources	2
Cheap Hotel	2
mainframe - class	2
talent outflows	2
Flight Attendants	2
electronics parts	2
Deepak Kalpoe	2
the options exchange	2
the ROC national anthem	2
Lewis H. Eslinger	2
the Wimbledon finals	2
these Moslems	2
the poverty level	2
stamp collecting	2
the proverbial taxi driver	2
money charms	2
Iraqi Shiites	2
Kerith Ravine	2
Mayor Koch	2
the living room	2
the sensor wire	2
the Bush presidency	2
the news reports	2
the Commune Bond Research Institute	2
a gunshot wound	2
An Eastern spokesman	2
E.W. Scripps Co.	2
government payments	2
the Bunun	2
eastern Siberia	2
the Indian peacekeeping force	2
Dr Nelson	2
equipment installation	2
Former Yugoslav President	2
fish farms	2
the Holiday Inn	2
Kim ,	2
the Main Theme	2
TV news	2
flying experience	2
that pregnancy thing	2
the Master	2
Daewoo Motor	2
copper futures	2
the police state	2
Thomas Lu	2
Jason Choate	2
word processors	2
the National Guard	2
Jeremy Meier	2
Israeli UN Ambassador	2
Farmers Group Inc.	2
phone conversations	2
classification planning	2
Mr. Mariotta	2
Michael Milken	2
NKF Kabel	2
Mr. Fiorini	2
the ground floor	2
wheat prices	2
Mr. Penn	2
Dr. Germ	2
the Unit Trust	2
T. Rowe Price Associates	2
tariff cuts	2
deal number 759933	2
the balance sheets	2
Liu Yongxiu	2
the Holy Scriptures	2
job growth	2
` Cole '	2
flight test	2
taco bell	2
the South Bronx	2
Tim Russert	2
the US military presence	2
Abe Lincoln	2
